SYMBOL	logFC	logCPM	PValue	FDR	tests	ENTREZID
CAPN1	0.11746101394096374	7.1255917055212965	0.019222578383076738	0.05077916689162176	0	823
UTP3	0.18313156110014242	5.383591356712553	0.0192424107893789	0.050822642316388326	0	57050
IGDCC4	-0.6033977716270631	2.098565224127475	0.01925132896303901	0.050837281112286074	0	57722
IAH1	0.25248568952089606	4.51976530251413	0.019283982866771545	0.05091458309494731	0	285148
REEP2	-0.2799837042181446	4.036267490414625	0.01929399937929335	0.050932100026670965	0	51308
DPH1	0.2670854788283497	4.375785256586858	0.019310914023016254	0.050967817242661195	0	1801
RCBTB2	-0.7428968791685852	1.271399208410057	0.01932698269712516	0.05100128954243997	0	1102
TCEB1	-0.12759200978664567	6.630915955039927	0.019361860339672354	0.051084375738518865	0	NA
TPK1	-0.42292089002244493	2.958477568611265	0.019379163940597334	0.05112107355848587	0	27010
RHOU	-0.16779932972739792	5.892225931747783	0.019391439500047777	0.05114383957064278	0	58480
UTP11L	0.1356009821461677	6.4118149080385924	0.019394586174498067	0.05114383957064278	0	NA
SLC41A1	0.13394365210930578	6.422768008242642	0.019464609361944253	0.05131950577571436	0	254428
MCUR1	0.1735857141992313	5.557525748493607	0.019490103578887655	0.05137772797095188	0	63933
RAD51C	0.1869575767246283	5.271894560998953	0.019501661475401406	0.05139919877835932	0	5889
ATXN10	0.13021621593017518	6.637775616568368	0.01951342685801132	0.05142120883318468	0	25814
BIRC2	-0.13675603232465855	6.253964605312349	0.01955835825909404	0.05153059401363825	0	329
MIR31HG	0.5777094156906988	2.1162435059652216	0.019668594017178572	0.05181196884707177	0	554202
SRSF9	0.09971762473190215	7.610287865310221	0.01969818363634249	0.051880840427302885	0	8683
MAU2	-0.2587308904786946	4.391793696378721	0.01971968527082482	0.05192838960983071	0	23383
ASAH1	-0.18663105802369293	5.290242067151364	0.01976745207662309	0.05204507487306709	0	427
ORC3	0.15835693732157352	5.881146908003098	0.01977467794597274	0.052045901759236186	0	23595
TRAPPC2	0.2992229491983161	3.9365344323919595	0.01977313114567485	0.052045901759236186	0	6399
CCDC53	-0.3289612548376839	3.684185338798088	0.019778135806501073	0.05204590690999583	0	NA
GTSE1	0.1585371557540269	6.000885082173926	0.019795505629921807	0.052082514812477707	0	51512
RNF14	-0.14111145341443948	6.319226572599138	0.019800862074028217	0.052087507918753696	0	9604
LURAP1L	0.32041893390591897	3.5916251898548333	0.019830590197735136	0.05215659943728452	0	286343
C8orf33	0.12908537611514617	6.563483072154083	0.019853737951416296	0.05220836276380818	0	65265
RNF24	-0.32743261638406634	3.542750306746634	0.01987344913459471	0.052249842209773745	0	11237
SFXN4	0.16978235166284683	5.784263187316118	0.01987645059892389	0.052249842209773745	0	119559
NDUFV2	-0.1143827153905955	7.104851956751479	0.019888900010252192	0.05227344400600315	0	4729
FAM118A	-0.27977612751390535	4.044088130606568	0.019897029111339115	0.05228043835810146	0	55007
TCF25	0.16348137499808962	5.842743396935403	0.019898504161264114	0.05228043835810146	0	22980
CDK11A	0.5037284849707594	2.444545578459417	0.01990579574714199	0.05229047339123642	0	728642
TRPM6	0.3430341110057625	3.6080432291002866	0.019926798549040194	0.052336516593747	0	140803
KRR1	-0.11068218951096295	7.092060426514561	0.019949333429526366	0.05238656694832904	0	11103
MSH2	-0.10597785405656734	7.390324134906033	0.020043479340718286	0.05262461626067249	0	4436
BRSK2	0.3021397035187444	3.8433176845066623	0.02007177873875045	0.052689731184518356	0	9024
WDPCP	-0.42653507284048003	2.7958856157815317	0.02008684421770024	0.0527017574797206	0	51057
ABHD6	-0.2700374283965897	4.093091684414628	0.020090357881213543	0.0527017574797206	0	57406
DCAF8	-0.12756241878726216	6.686153894011164	0.02008948391849494	0.0527017574797206	0	50717
BUD31	0.16722893736131472	5.670490781494826	0.02008945373049427	0.0527017574797206	0	8896
SUPT20H	0.29266611289528066	3.8720766287480917	0.020122031674502595	0.05277565256321997	0	55578
DSCR3	0.2190139435938906	5.007938625108133	0.020136239924554336	0.052803721620022344	0	NA
OTUD3	0.2652676902186149	4.167249204676206	0.020150045880472943	0.0528307261420478	0	23252
NQO2	-0.16876549078962683	5.525927312927536	0.020186552955303312	0.05291723020136952	0	4835
MCOLN1	-0.38626084489724133	3.080182388932421	0.020224872065574252	0.05300845341238222	0	57192
PBRM1	0.13115888554349944	6.707060110537834	0.02024255458995699	0.05304556675217544	0	55193
HIST1H2BD	0.10084895100388822	7.951828659655855	0.020262723811081226	0.053089182427780664	0	NA
DOK4	-0.1607064420244143	5.922926685166428	0.020294323565787656	0.05316272619599271	0	55715
WAPAL	0.12613940489808054	6.700011520682858	0.02033700912082311	0.053265279540799314	0	NA
TCN2	-0.6072805826587555	1.781017106862939	0.020419745945000026	0.05344479908441092	0	6948
LOC399815	-0.5550320624841147	2.0563627195049605	0.020412463865540114	0.05344479908441092	0	399815
BBS12	-0.5421194487818429	2.14538444094198	0.020419742034567312	0.05344479908441092	0	166379
BUB3	0.09667197659515321	7.921876816526574	0.02041910073916163	0.05344479908441092	0	9184
NR1D1	-0.39156377142704196	3.0475856601565714	0.020428918516405964	0.053459515700621	0	9572
FAM189B	-0.16041241397681366	5.74545741149567	0.02044199563162496	0.053484443052861694	0	10712
VARS2	-0.25527262190939215	4.394719599457668	0.02045707379120526	0.05351459636886421	0	57176
C10orf2	-0.1835446039728467	5.3533105912535435	0.020460674992595983	0.0535147213248516	0	NA
PMS2P1	0.31323281061253005	3.7833546173169945	0.020478026605058947	0.05355080407574019	0	5379
COX10	0.18027754509824154	5.506469534833013	0.0205063648215833	0.053615599689764676	0	1352
SNORA74A	0.6944103086687756	1.5310775755524269	0.02054027499074256	0.05369493861492501	0	26821
GPAM	0.20788161054629192	5.217363174283098	0.020573240189508155	0.053771780155153215	0	57678
CTU1	0.3923031027923507	3.0376741739305184	0.020621377732256915	0.05388824373551781	0	90353
MARCH5	-0.14973313089628038	6.211657359876947	0.02074981885366593	0.0542144815989259	0	NA
RPS27A	-0.08749338407005722	9.221896223789095	0.020789876239510948	0.05430972006366607	0	6233
C17orf59	-0.39775066456432434	2.9778802401150193	0.02079794928373545	0.05432138678686367	0	NA
NPAT	-0.1737538254404187	5.546152340514024	0.020819839147898197	0.0543691308422658	0	4863
KLHL15	-0.19827789671166504	4.989998331991418	0.020836496239428817	0.05440319579850866	0	80311
CRYBG3	-0.17090791276222048	5.647713527173769	0.020850226326981594	0.05442960798827229	0	131544
SUPT4H1	-0.1561912422302108	5.845509606198156	0.020921048947686746	0.05460502550297442	0	6827
HERC2P3	0.47947257118791275	2.526078890873339	0.020958715102253504	0.05469385712007239	0	283755
RPUSD3	-0.22568960057241313	4.718120493273202	0.020962913996601665	0.05469533693500019	0	285367
PIGU	-0.18008038952182173	5.36081535019252	0.02103193477025257	0.05485641455490192	0	128869
RIC8B	-0.17230019172925684	5.669147866721309	0.02103190408322525	0.05485641455490192	0	55188
SUCLG1	0.11450845825098034	6.989429233212878	0.02105754296628505	0.05491369646272777	0	8802
PARP4	-0.10103034931826806	7.596354777020591	0.021070473680797494	0.05493790402230094	0	143
IL27RA	0.2846109957772984	3.922910510391635	0.021087161412511064	0.05497189732948184	0	9466
SLC30A5	-0.143702560985051	6.201684432135323	0.021114883153000225	0.055034638332326656	0	64924
S100A6	-0.09747224434084821	8.205504364671015	0.021180027028530637	0.055194879226452914	0	6277
GNB1L	-0.46100107869037965	2.62060003762261	0.021213963584034372	0.05527375286774354	0	54584
RPAIN	0.17540485915770748	5.464577115622964	0.021236465284141356	0.05532030830231808	0	84268
GZF1	0.21594571190059905	4.876780320993212	0.02124201287290052	0.05532030830231808	0	64412
CCDC92	0.3306803900347789	3.7063137758598543	0.021242851455000364	0.05532030830231808	0	80212
CERS2	0.0962887450941038	8.01455181808089	0.02126924446658919	0.05537946432690754	0	29956
NKAIN1	0.8932411079989204	0.9548497931382919	0.0213034077458853	0.055458828116340994	0	79570
C9orf9	-0.7814933308937335	1.056265819927976	0.02132966302067974	0.055517581246359644	0	NA
PIK3R3	0.5001014176582794	2.504555014496693	0.021343988256951565	0.05554526752197867	0	8503
ATP5S	-0.38453341335259583	3.0160540285712	0.02137126240595769	0.05560663646056026	0	NA
GALE	-0.21058804216967478	4.921122733350879	0.02138773525866914	0.05563463478979093	0	2582
C3orf17	0.16467744194199901	5.73668174913192	0.021389411383325996	0.05563463478979093	0	NA
ANKRD46	-0.28846590772395087	4.088894198008824	0.021446083581052898	0.05576277947697801	0	157567
MLLT1	-0.14901874252473032	6.1493817118789265	0.021442446924895827	0.05576277947697801	0	4298
LOC100507424	-1.0628875829600066	0.421552171362704	0.021454393419591797	0.055774756585370705	0	NA
TAPT1	0.28548165227339006	4.054074693330359	0.02152009892658348	0.055935914710795176	0	202018
WDR4	0.20908523733345394	4.978403146734216	0.021548778211952366	0.05600079376566051	0	10785
NT5C3B	0.15253627596175315	5.975726330659947	0.021575366036993684	0.05606021610026309	0	115024
CSGALNACT1	-0.10771432636970459	7.315741012572817	0.02161984902242392	0.05615642053772064	0	55790
FXR2	0.1313049349698986	6.411560305015067	0.02161716467556279	0.05615642053772064	0	9513
LINC00886	-0.8046223379487702	1.0317558834527316	0.021692326610477573	0.05633496098530647	0	730091
STAMBP	0.15202443839141788	5.945844241829417	0.02171570459458786	0.056385950205947104	0	10617
CLP1	-0.2366295388597058	4.580875460443573	0.021757381339602467	0.05648442733570301	0	10978
DEF8	-0.17126396415318842	5.608483411174842	0.02176668509997738	0.05649093100766214	0	54849
PPP1R13L	0.3048101494784946	3.832248859942244	0.021771139679181345	0.05649093100766214	0	10848
B3GALT1	1.0908500140576738	0.4588823551903939	0.02176748891571818	0.05649093100766214	0	8708
USP16	0.13399893535116827	6.3648898549861235	0.0217785844238425	0.056500513595705085	0	10600
ALOXE3	1.6191371804190393	0.05635190936778245	0.02179431334621414	0.05653158094970461	0	59344
SNRNP70	0.09553622256497996	8.090052205626836	0.02179998542193024	0.05653655595906138	0	6625
ADAMTS9	-0.43189443349883627	2.608125646576354	0.02180669739357585	0.056544225679623326	0	56999
WDFY2	0.22101538439910182	4.7026839428560425	0.021821263908174404	0.05657225588863944	0	115825
DNAJC5	-0.12140131684229015	6.661052789291258	0.02183359367701036	0.05659447861889432	0	80331
NAPB	-0.3287891182945117	3.4425927013102857	0.02184806856689476	0.05662225307476081	0	63908
C20orf27	0.16162610709731265	5.973017451676659	0.021862864714839857	0.05665085041388304	0	54976
CPSF3	0.13251853491962443	6.5108599811938435	0.02187580615299015	0.05667463283399822	0	51692
OSTF1	-0.34100313372408647	3.503147054246174	0.021902762173517477	0.056734709035633504	0	26578
CREM	-0.18685691704179372	5.310824439343133	0.02196952520374508	0.05689785891116095	0	1390
CLEC16A	-0.19603684965197699	5.180794208728187	0.021983323571355746	0.05692380553380632	0	23274
SLC5A11	-1.064823551229739	0.38294609023927473	0.021990957479273276	0.05692399787519002	0	115584
FRG1	-0.1705904926192783	5.6091710667268115	0.021988482328708748	0.05692399787519002	0	2483
SIPA1L1	0.2085500045384882	4.94266918358103	0.022040091580170038	0.05704137810575026	0	26037
ADAM15	-0.17169972846060544	5.508380952207209	0.0220461395874184	0.05704722717981463	0	8751
CD2BP2	-0.1394616524479566	6.275980207839501	0.02209205340641401	0.05715621444779162	0	10421
PGM2	0.1567336791075754	5.832162961282401	0.022139471148927645	0.0572690545350138	0	55276
CHAMP1	-0.15617045631234458	5.943539159272953	0.02216931341308829	0.05733640048104235	0	283489
DPY19L1P1	-0.5613667340234063	2.1512104454237604	0.02217522900735259	0.05734185248123798	0	100129460
TXLNA	-0.11371191075357755	7.0198534496353515	0.022186237530099198	0.05736046990614488	0	200081
COL4A3	2.6610299047425054	-0.30254984518473005	0.022213060272884062	0.05741996012867044	0	1285
LOC101927045	-0.7086930794186572	1.2286262997471966	0.02222352863233992	0.057437161696076745	0	101927045
IFIT1	-0.6165649624395368	2.1514641187401513	0.022237284087577167	0.05745299337088903	0	3434
SLC35E1	0.15831177584834621	5.805694213695822	0.022236270155881834	0.05745299337088903	0	79939
CTPS2	-0.22931825633755842	4.600092785447579	0.02224825354116704	0.057457221810565076	0	56474
SLC3A2	0.09039864381629842	8.495788650020513	0.022250366374449902	0.057457221810565076	0	6520
AMZ2	0.14699617786271654	6.18760230973871	0.022243965155553935	0.057457221810565076	0	51321
LOC171391	-0.6365341132774294	1.5574123618137543	0.022271889959394	0.057502942360444655	0	171391
CMTR2	-0.16620479042970407	5.6508216931500135	0.022329682472148903	0.0576422725455198	0	55783
NELL2	1.169302865091184	0.28190888966363387	0.022410425956616464	0.057840790900881574	0	4753
ONECUT1	-1.067531477981206	0.4958179783475655	0.022415817248577007	0.05784479228299687	0	3175
POM121L9P	2.6628835191507623	-0.8721186495775636	0.02245575424579645	0.0579379234095759	0	29774
MX1	1.970418566786167	-0.468864361233245	0.022497049222874998	0.05803452574451824	0	4599
HCN4	2.662853660413161	-0.9194624608447252	0.022524085932150533	0.05809431994146036	0	10021
RMST	-2.880055543328371	-1.0189493089134427	0.022556850752012858	0.05815890640734697	0	196475
ZNF518B	-0.18240865934290967	5.283294545588291	0.022554371891970498	0.05815890640734697	0	85460
PRPF31	-0.12067021238677968	6.703283828118149	0.022571623314859457	0.05818703305747747	0	26121
CECR7	0.7519134070362055	1.4402161221368794	0.022607130522424967	0.05826859244698272	0	100130418
FKBP7	0.6507150802054013	1.9616996901864692	0.02264341510972819	0.05835212723348845	0	51661
AP2M1	0.09977644381012139	7.643188406607885	0.022670867047682352	0.05841287557538002	0	1173
LRRC16B	1.275533167341779	0.17348752573473838	0.022703975293622	0.05848817446492428	0	NA
RNF7	-0.18526858820166348	5.316825555733338	0.022726426906132566	0.058535999522209066	0	9616
DPEP1	1.9695561436514206	-0.6565439369356229	0.022733416314869474	0.05854398934711598	0	1800
CRISPLD2	1.9709781369677002	-0.6566105952401367	0.02276897753874856	0.05862554312421838	0	83716
REL	-0.19866309786425385	5.1181035115202524	0.0227909350016213	0.05867204805545586	0	5966
CSPP1	0.16078416505069298	5.720195840053965	0.022825771000449024	0.058741645807717416	0	79848
ZNF704	0.6019995258499063	1.8388752839136644	0.02282443147171727	0.058741645807717416	0	619279
ORMDL3	-0.24438893872588358	4.4097225963668585	0.02289150447764828	0.05890074447862345	0	94103
DNAAF3	-0.7479283297882717	1.2613247708818163	0.02290603393612459	0.05891799676823849	0	352909
NUDT6	-0.43424342930305926	2.8212951402549384	0.022902724157728323	0.05891799676823849	0	11162
RREB1	-0.13510482278389768	6.359474392218455	0.02302583617065944	0.059177935039262504	0	6239
RTCB	-0.12196325153663569	6.7644078095274285	0.02301653420261122	0.059177935039262504	0	51493
LRP10	-0.10018491229653945	7.569285449601314	0.023029377073428624	0.059177935039262504	0	26020
ZNF37BP	0.25869202508406847	4.32092744732409	0.023030669141110065	0.059177935039262504	0	100129482
FBXL8	0.9288756712741622	0.980977055276228	0.02302798550290867	0.059177935039262504	0	55336
LRRC3	1.2519473208717673	0.17351699598875062	0.023014324144432406	0.059177935039262504	0	81543
DEPDC7	0.2957468557982799	4.103086272953331	0.02304256571037133	0.05919840320678816	0	91614
LYPLA1	-0.10365254982255735	7.708705017365524	0.023047319830479814	0.05920051793399727	0	10434
NFAT5	0.11191729380507658	6.974196443930999	0.023066159954007997	0.05923880779457034	0	10725
EML2	-0.26392506555025413	4.214775988509908	0.02311042016336013	0.05934235765732371	0	24139
FOXO3	0.18629399116957202	5.359768162255352	0.023115625270984468	0.059345604599561216	0	2309
CACHD1	-0.3784444146860847	3.0059826466744046	0.023141370836468497	0.05940157572817718	0	57685
RTN4R	-0.7865919465569604	0.9416524186986923	0.023187030285556156	0.05950280082259014	0	65078
ARL4C	0.20548366757067363	5.191189508111744	0.023188707704367966	0.05950280082259014	0	10123
HSPA5	0.08201291002642563	9.675080915345049	0.023206416222896164	0.059538096817174826	0	3309
INHBB	-0.29784309488756583	3.5400967235264442	0.023221864039647423	0.059567581747077186	0	3625
CERKL	-0.5654319393191711	2.0376632805867767	0.02322731931148198	0.05957142861561965	0	375298
KRT15	1.870132898397786	-0.540920571260779	0.023250475228637265	0.05962066353537838	0	3866
MEX3B	0.47232246555058993	2.6288520566314806	0.023266921557262468	0.059652679375616746	0	84206
OSBPL3	-0.2095464775360379	4.849478943521943	0.0233296170891707	0.059803239721346504	0	26031
FN3KRP	-0.19128179414091426	5.190987182504196	0.023338884369947764	0.05981681392297708	0	79672
APOE	-1.236844501602415	-0.045045014419431144	0.023349837544054335	0.059834703660619076	0	348
FOXP2	-0.809626106595784	1.1962151418947653	0.02342358531620622	0.060008103775537	0	93986
FCHO2	-0.17427001227186803	5.617295844792081	0.02342741329903528	0.060008103775537	0	115548
GIPC1	0.16130767816857353	5.804401215598566	0.02342945884463198	0.060008103775537	0	10755
FBRSL1	-0.1687292283718531	5.55898618290978	0.023452159244648028	0.0600560309852745	0	57666
TSPAN18	1.1718189669007273	0.40244165814750105	0.023479995639273957	0.06011709186118085	0	90139
BOD1L1	-0.12209950429821317	6.7213656292476305	0.02351436179817797	0.060194847642454564	0	259282
HPS1	-0.2554684860098657	4.219496374528509	0.023531401670365357	0.060228230651886865	0	3257
GUCY2EP	-2.376414620646799	-0.6563285694355442	0.023553188856911662	0.06027375092354964	0	390226
MRTO4	0.12140021885602378	6.7780715380645935	0.02357536251606167	0.06032024456199266	0	51154
AATF	0.11554088208844099	7.136304447419927	0.023644076446216227	0.06048578075080964	0	26574
DLGAP5	0.10274127932307174	7.725551590368898	0.02365311515856691	0.060488353589406976	0	9787
CTNNA2	2.144185498989315	-0.8264343103862671	0.023649818215335537	0.060488353589406976	0	1496
METTL20	-0.9413126686369668	0.8030912956876144	0.023659662506904492	0.060494659715038444	0	NA
TAPBP	0.1120239036334943	6.993284261210238	0.02366361489915614	0.060494659715038444	0	6892
CNTNAP3	0.17861368356601953	5.216398076532872	0.023697612782625162	0.06057129132829853	0	79937
SNORD96A	0.5401548385198509	2.2176498337053014	0.023742839093114997	0.0606765920146465	0	619571
SNRPD3	0.10252684210056895	7.571890685286116	0.02381076009203621	0.06083984509434429	0	6634
BOD1	0.14581186962947768	6.031188562531558	0.02384364799320752	0.060913543473741345	0	91272
ADAM17	0.13969435911382713	6.086138756564463	0.023958103699000748	0.06119556338313285	0	6868
ZAK	-0.10028233076144294	7.662998836781702	0.023965332695136638	0.06120364768335726	0	NA
CISD2	-0.15241120550032491	5.9924361081588335	0.023993511609395335	0.06126360851516078	0	493856
SNRPA1	-0.13983404785855852	6.220375700180542	0.02399694731945109	0.06126360851516078	0	6627
OGFOD3	0.2200259006801934	4.8049033761516595	0.024011463854708467	0.06129027892405246	0	79701
SNORD1A	2.2629970862128874	-0.36685488195559024	0.024017171257323073	0.06129445841980774	0	677848
P2RX3	-2.377048615992242	-0.8263473758256842	0.024046668185134422	0.06135933969300651	0	5024
LOC339803	0.22479805528318858	4.717058861208093	0.02407220125673478	0.061414086214878164	0	339803
ARMC2	-0.867675578964151	0.9683319787218426	0.024120751237148113	0.061527526021587155	0	84071
TAF12	-0.29005354583023085	3.920761424701847	0.02413705310438983	0.06155868243050141	0	6883
EFTUD2	0.09688458759270349	7.998681388199697	0.02416111807705038	0.061609623813135575	0	9343
SRSF11	0.12147527895325635	6.725207685342974	0.024192175440372977	0.06167837517047859	0	9295
SRP54	-0.11913650133805646	6.743942513084325	0.0242420684468644	0.06179511692785678	0	6729
TIMM10	0.1608806367677621	5.623734553196771	0.024291640340113833	0.061911000765292656	0	26519
HIST2H3D	0.11676327597865367	6.9042589263803	0.024315207099935485	0.061960578498312754	0	NA
NIF3L1	-0.15313976650580258	5.861499015797833	0.024363598714191134	0.06207338802837396	0	60491
PRRT2	1.2717512828682638	0.21784651184151238	0.024390566813883397	0.06213158596364749	0	112476
YTHDC1	0.1382507241773851	6.340596366754389	0.024420327292533236	0.06219687620929318	0	91746
RGS10	0.24936313813785235	4.391608374452099	0.024434363778890134	0.06222156520118868	0	6001
PEX16	0.3125372575176442	3.7845944623976746	0.02443828407470326	0.06222156520118868	0	9409
PDE10A	0.13672803156867114	6.410367586191756	0.024449218861176413	0.062228365058191105	0	10846
TUBGCP6	0.22098355765325756	4.892243723261384	0.024446542569563027	0.062228365058191105	0	85378
IQSEC1	0.18533543221640256	5.219505702845426	0.024462597994425354	0.06225189689017334	0	9922
SARNP	0.13095739978878493	6.4658905222667356	0.024481225974096476	0.06228877566647963	0	84324
TIMM8B	-0.20178773095128505	4.85062932940905	0.024486606797436045	0.06229194229212615	0	26521
KLHDC7A	0.49885262413833786	2.144895309027027	0.02450552787325935	0.0623295473351268	0	127707
CUTA	0.16053609189945586	5.770027099910901	0.024518213253311192	0.062351281930912966	0	51596
BRE	0.1722924878623909	5.483496300912211	0.02455585895365768	0.06243647405741763	0	NA
NUDT12	-0.3333057894248661	3.585688959976564	0.024575082101469116	0.06247480358678678	0	83594
YTHDF3-AS1	1.4777940933472642	0.32363133280593814	0.024617187585652723	0.06257128186327932	0	101410533
MICU1	0.14734089311359286	6.062226995583329	0.024633017894576257	0.06259039134339775	0	10367
FAM193B	0.234983327718354	4.627948237965034	0.02463093462367208	0.06259039134339775	0	54540
ZNF548	0.8973596872884289	0.8463126315860048	0.024643246458211327	0.06260581843128586	0	147694
FAM8A1	-0.19531348758952066	5.125687766200627	0.02468120000207737	0.06269166335491401	0	51439
LRRC29	-1.362759472816303	-0.15384099850291338	0.02479851599940201	0.06296841189529494	0	26231
THEM6	-0.21476951973280967	4.737290501842577	0.024795493406388525	0.06296841189529494	0	51337
ASXL2	0.12329490005853827	6.570633455814855	0.024804539629171885	0.06297308948336626	0	55252
SMARCE1	0.10206829131422228	7.43872539205651	0.024847133284183913	0.0630705928299022	0	6605
ARHGEF25	-0.39391677130907304	3.0289081609570627	0.024916538671040333	0.06323610926623988	0	115557
PFKFB4	-0.4369051681357882	2.6779795060563667	0.024924936260288938	0.0632374350151658	0	5210
PCDHA6	2.151111155586175	-0.6167933849652104	0.02492545911354742	0.0632374350151658	0	56142
WDFY3	0.141001054867143	6.1503867724903385	0.024950625714974757	0.06329062207638872	0	23001
LRFN3	-0.28930602502860203	3.946094497728578	0.02499144109994314	0.0633728073691099	0	79414
COPZ1	-0.09833995654243563	7.67618670906357	0.0249898342164751	0.0633728073691099	0	22818
FANCF	0.2769858534180031	4.085407129076506	0.025002302072818526	0.06338967495229748	0	2188
MIR3609	-1.4400349266735042	-0.21164496777068387	0.025016218298918258	0.06341428170033815	0	100500819
CLK1	0.16559066404614667	5.554949721400962	0.02502326541417898	0.06342147040348964	0	1195
TOP2B	0.09565535275862652	7.892892513992577	0.025036025543287273	0.06344313388556391	0	7155
CARS2	0.2091046433042837	4.9278153876906465	0.025079446445762873	0.06354247366641805	0	79587
LRP3	-0.20309619238401344	5.024014994335627	0.02509278184121973	0.06355487630823566	0	4037
SERPINB9	-0.12263669463006657	6.5227746793727945	0.025090244187388835	0.06355487630823566	0	5272
ITPKC	-0.24314658734630717	4.429263843237566	0.025121840500841507	0.06361777668449187	0	80271
PCDHA5	0.7710076771282	1.3026607255955904	0.025133622844611694	0.06363691325485073	0	56143
LTB4R	-0.3324480373638241	3.29730863210699	0.025225775839149474	0.06385950313289478	0	1241
MOB1B	-0.12859516454474296	6.519721871718796	0.025259058190863527	0.06393301115200078	0	92597
TMEM44-AS1	-1.0598175336194162	0.45906802922300854	0.025269723893840877	0.06394925925747667	0	100507297
NOL7	-0.1353986396985933	6.270541265981588	0.02528271912744718	0.06397139617932704	0	51406
APBA3	-0.3632586947044122	3.187310001987714	0.02529971592463695	0.06400364888712119	0	9546
TFDP2	-0.20633165091203892	4.798349924449978	0.0253220556895635	0.06404940522083076	0	7029
NKX3-1	0.609715751354206	1.8807742384702608	0.025335511993805168	0.06407268020599595	0	4824
C21orf59	-0.2049270459814461	4.992473649762302	0.025391559782699004	0.0641928639126149	0	NA
CWF19L2	0.23329047719364954	4.491972707381109	0.02538931365184612	0.0641928639126149	0	143884
SERINC2	-0.368193271045332	3.286532664715584	0.025402823688770226	0.064210561388533	0	347735
PTOV1	-0.14843657753760184	6.053435812562064	0.025423660241184507	0.06425244558352722	0	53635
PA2G4	0.08750898333739396	9.00432373120316	0.025444058721350228	0.06429320878247222	0	5036
CTNNBIP1	-0.36767604111269653	3.2859671757215536	0.025460435494786465	0.06432379777746756	0	56998
EAPP	-0.1820083161711483	5.3248906680420856	0.025468739501087686	0.06433398471760828	0	55837
REXO1	0.14941435149556007	5.906327480296702	0.025504541267975633	0.06441361588054889	0	57455
PAX7	-0.38525236409797736	3.1766539221924206	0.02552820769596808	0.06446257677754515	0	5081
CRCP	0.17527016063661033	5.415368304381676	0.025563359707105476	0.06454051922699221	0	27297
GOLPH3	-0.1173329160072523	6.9096979649777825	0.025579203434151564	0.06456969556123408	0	64083
CUEDC1	-0.143219693261789	6.0282736812401065	0.025618957933629935	0.06465302888190999	0	404093
TRIM7	0.28799217529355775	3.9637270113101435	0.02562930277313542	0.06465302888190999	0	81786
F8	0.4791277805794622	2.706041980336605	0.025629387943227267	0.06465302888190999	0	2157
FGFBP3	0.4934726672386645	2.5138610022907892	0.02562133151483402	0.06465302888190999	0	143282
FZD1	0.297764335248521	3.7471264097246433	0.025656654977355885	0.06471097369937692	0	8321
AP5B1	-0.16479447011805665	5.707130745460615	0.02567117099524236	0.06473674400340755	0	91056
MTIF2	-0.11869715587603838	6.776637681228702	0.02574374482256238	0.06490888950741494	0	4528
CYHR1	-0.23863796072961654	4.31417883336465	0.025806823772371635	0.06505704151521875	0	50626
FSIP1	-0.7066253717306245	1.353492329647699	0.025830338091203813	0.06510542119724343	0	161835
MYLK3	-1.2110514649828026	0.2181799427250537	0.02584950314681896	0.06514282419529677	0	91807
ZUFSP	-0.237932406704092	4.338858072638234	0.025991880722228185	0.06547971289340189	0	NA
ATP13A2	-0.1994721850346879	4.93226171991466	0.02598786574174227	0.06547971289340189	0	23400
STAM-AS1	1.103410659843135	0.32316900494386114	0.026002182137227145	0.06549470864469657	0	102723166
SENP6	0.11610251387612264	6.861974483277969	0.026111868415014082	0.06575998968730971	0	26054
COPG2	0.2849781514571844	3.9349231503183204	0.02612543547890049	0.06578315638057873	0	26958
ZNF417	0.3051999608100253	3.6589342694878986	0.0261523616719325	0.06583994763946899	0	147687
TRAPPC11	-0.15146746067522596	5.888460171370187	0.02617010849637499	0.06587361423289442	0	60684
ARHGAP39	-0.21065995296382173	4.683664298727104	0.02618545988524589	0.06590124095451255	0	80728
MBLAC2	-0.3324521802975701	3.3861329991941576	0.026202197755162356	0.06592133280867776	0	153364
SRGAP3	1.1047258724355888	0.4213789540634228	0.026201719810806854	0.06592133280867776	0	9901
MIIP	-0.3564805001670838	3.2340797268185097	0.026239871682352527	0.06600508894876049	0	60672
XRCC6	0.08276053192369602	9.029261716836176	0.026251717480455527	0.06602385859312963	0	2547
LMBRD2	-0.22166978238357002	4.545828097491568	0.02629130361553603	0.06611237810151488	0	92255
ZNF622	-0.17562568396369257	5.397656030558691	0.02640503959577198	0.06638729487684908	0	90441
LOC100419583	0.3316640715935616	3.6540442187789655	0.026530972330407684	0.06668164941521024	0	100419583
FLJ44635	1.4756097431832467	0.0063480831479266345	0.026528218594452348	0.06668164941521024	0	392490
MCM9	0.22569620914239688	4.540637665866475	0.02655279549196038	0.06672536294158574	0	254394
CCDC88B	-0.38485970308480594	3.0478400390238436	0.02657232566875825	0.06676330072931252	0	283234
PCAT6	-1.1056538213685967	0.17364881675235977	0.026610987509209653	0.06684928638677187	0	100506696
BOK	0.3021524163185726	3.7005112039391457	0.02663281606725459	0.06689296363790095	0	666
DENND1B	-0.16145834871313947	5.651198397006677	0.02664928984929977	0.06692317911129807	0	163486
